,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
2516,763588,176972,7846067,3579,191113,9677870,13083239,3008,816487,8319728
2517,37186,24213,8319728,65113,763588,3579,30119,109059,157993,190343
2518,763588,8319728,3579,515906,13083239,22917,34268,11556479,176972,28210996
2519,763588,16101018,17082833,27247476,33376257,109059,9677870,161099,17165888,191113
2520,30119,65113,37186,17165888,176972,23772,3579,776407,6310,8319728
2521,763588,17165888,28210996,24885829,68653,25377078,453916,4215733,816487,24178
2522,763588,18764221,23310669,24633190,25489033,26031162,27247476,33376257,109059,300946
2523,29102876,763588,3579,7846067,31145060,17165888,33376257,3008,28210996,1013383
2524,17165888,30205595,30340888,7692533,17071967,13083239,763588,29279220,29102876,33158525
2525,763588,816487,176972,13083239,161099,31626023,4215733,7846067,6534132,31145060
2526,763588,7846067,13083239,17165888,8319728,18051269,27206444,29279220,28210996,7692533
2527,5,2998,3008,3980,4948,7784,10065,19543,23772,24178
2528,7846067,17165888,33376257,763588,13083239,23528363,28210996,37186,29279220,30340888
2529,7846067,7692533,17262290,4215733,30205595,2805987,13586915,17165888,33376257,763588
2530,763588,3636,816487,165068,3476560,47558,8337,24178,5,3008
2531,30119,763588,30120,7784,13083239,165068,176972,816487,29279220,936503
2532,17165888,7846067,2904330,20518873,30340888,33376257,21416421,15944573,6642732,17262290
2533,17165888,29279220,30340888,18051269,758707,4215733,28210996,28637454,33016249,25785760
2534,370493,30119,763588,7779,161099,176972,29102876,3579,8319728,165068
2535,68653,29102876,887573,18051269,17165888,6347563,28210996,30340888,7893,25785760
2536,763588,4215733,13083239,47558,17165888,161099,65113,157993,176972,31145060
2537,763588,8319728,28210996,30340888,29102876,758707,30205595,300946,4215733,16029151
2538,161099,20697464,28210996,11737022,30340888,68653,763588,165068,33016249,17071967
2539,763588,13083239,68653,17165888,4215733,29279220,28210996,176972,7893,31145060
2540,17165888,28210996,29102876,763588,30340888,13083239,8319728,3579,161099,453916
2541,763588,7846067,113946,161099,3579,176972,17165888,9677870,816487,13083239
2542,7846067,13083239,17165888,763588,28210996,7844798,27247476,8319728,27206444,30340888
2543,3636,763588,176972,69139,816487,13083239,160629,30119,3579,9673436
2544,84369,140225,183999,728468,900065,763588,6347563,13083239,16101018,17846011
2545,13083239,20821299,25785760,17165888,28637454,28210996,28259095,30340888,33784360,30205595
2546,17262290,7846067,30340888,9677870,7692533,30205595,28210996,18051269,20518841,25745002
2547,30340888,17165888,34523572,30205595,16029151,758707,13586915,29102876,7692533,28210996
2548,37186,3579,763588,9677870,7846067,8319728,11594337,17165888,16101018,165068
2549,763588,31145060,29279220,68653,13083239,17165888,7893,176972,834493,37186
2550,113946,763588,19543,7846067,176972,13083239,9677870,16029151,515904,98573
2551,7846067,763588,11594337,9677870,32333298,24819508,113946,30119,31626023,31145060
2552,5,113946,23772,8337,165068,31145060,29102876,24178,16101018,10365
2553,763588,8337,3579,176972,3008,7893,13083239,776407,17165888,4215733
2554,191113,7846067,27247476,28210996,7692533,16101018,16029151,17262290,30340888,763588
2555,17165888,32333298,24885829,28210996,30205595,33376257,7692533,13586915,29102876,9677870
2556,37186,763588,370493,8319728,13083239,17165888,65113,176972,30119,29279220
2557,763588,6347563,7846067,13083239,33376257,1414607,25893953,161099,165068,402009
2558,763588,176972,17165888,8319728,68653,4215733,7846067,13083239,161099,816487
2559,3008,1099097,763588,24178,17165888,29291,776407,8319728,2998,5
2560,17165888,30340888,30205595,7846067,31626023,33158525,7692533,20949046,23528363,28637454
2561,763588,23528363,161099,402009,17165888,8319728,29279220,34523572,17071967,28210996
2562,28210996,17165888,763588,5,16029151,29102876,13083239,24885829,31145060,30205595
2563,763588,28210996,13083239,16029151,13586915,17165888,25745002,24819508,22889878,28114578
2564,5,310039,728468,767680,900065,763588,6347563,7846067,13083239,17846011
2565,5,763588,13083239,34268,30340888,860745,11387515,29279220,10365,7846067
2566,10065,77390,29313,763588,6347563,7846067,11387515,13083239,16101018,17846011
2567,1852,37186,84369,8337,30119,766020,3579,5,11387515,10659536
2568,763588,13083239,11192642,28210996,17262290,7846067,20697464,7692533,7844798,29102876
2569,763588,13083239,816487,936500,22917,176972,3579,7893,157993,30120
2570,763588,28210996,16029151,29102876,4215733,68653,17165888,8319728,28637454,758707
2571,84369,763588,11387515,407429,900065,176972,31258103,816487,962781,140225
2572,763588,7846067,33376257,17165888,25058,18051269,29279220,7893,69139,3111957
2573,161099,7844798,8319728,763588,28114578,816487,7846067,47558,17165888,68653
2574,370493,763588,25745002,29279220,108391,826585,139656,28210996,29313,767680
2575,28210996,30340888,17165888,30205595,7692533,763588,5,20697464,24885829,31145060
2576,17165888,11594337,33376257,30340888,20899295,33158525,20256610,28210996,29102876,30205595
2577,17165888,30340888,33376257,30205595,24885829,33158525,29279220,32333298,31626023,25785760
2578,17165888,4215733,16029151,30205595,13083239,17071967,28362008,763588,28210996,535761
2579,763588,176972,816487,17239036,8319728,7846067,19543,4215733,17165888,3579
2580,763588,17165888,776407,816487,69139,176972,161099,421642,7846067,4215733
2581,17165888,7846067,28210996,19543,24819508,4215733,28686931,758707,17269361,8999818
2582,958277,30120,370493,11301,30119,6310,157993,816487,17239036,30118
2583,763588,3579,543505,13083239,7893,386765,277190,164531,65113,47558
2584,29152096,765281,437885,20697464,4215733,654169,23590446,728461,10390182,18051269
2585,5,4948,10065,84369,140225,3636,29313,763588,5983694,6347563
2586,9322920,7692533,7846067,29279220,17140549,27247476,25689022,30340888,28114578,28210996
2587,763588,13083239,29102876,17165888,28210996,33376257,161099,30340888,176972,4215733
2588,2076421,30205595,24885829,13586915,28210996,33158525,20793857,23310669,25716590,12909209
2589,28210996,936503,3980,165068,763588,3579,161099,816487,18051269,28118479
2590,763588,7846067,816487,17239036,23590446,7505716,766020,310272,280313,17846011
2591,3636,5,30340888,763588,165068,816487,16029151,17165888,31145060,28210996
2592,5,3008,4948,10065,11301,19321,19543,23772,42369,46677
2593,2998,3636,5,816487,763588,3579,176972,3008,9673436,7846067
2594,84369,183999,201138,310039,514370,728477,767680,817315,900065,900066
2595,17165888,30205595,20696727,23310669,24885829,34523572,13586915,28210996,28114578,28645670
2596,17165888,30340888,763588,29102876,28210996,7692533,16101018,30205595,9322920,7846067
2597,763588,6347563,7846067,13083239,18166919,20388087,21965198,22504710,23130340,23310669
2598,140225,763588,7846067,13083239,33376257,3579,42486,47558,109059,161099
2599,33376257,30205595,29152096,19348456,68653,23590446,32956666,30340888,767680,25377078
2600,176972,763588,113946,233093,161099,68653,7846067,816487,13083239,4215733
2601,763588,7846067,33376257,3579,22917,161099,17165888,25058,8319728,18051269
2602,20697464,28814845,816487,763588,176972,13083239,30340888,17165888,31145060,161099
2603,3579,763588,10365,8337,3008,816487,16101018,453916,11387515,5983694
2604,17165888,30340888,28210996,17071967,763588,16029151,31145060,30205595,29102876,28645670
2605,763588,17165888,28210996,7893,165068,4215733,31145060,68653,161099,176972
2606,3579,157993,47558,95144,489972,42486,763588,4948,776407,22917
2607,763588,17165888,31145060,68653,7893,28210996,30340888,4215733,2060655,47558
2608,30205595,17165888,23310669,68653,24885829,33376257,30340888,18465502,25716590,31258103
2609,763588,3579,13083239,816487,6310,776407,22917,11233988,163716,3980
2610,98573,24819508,33376257,3579,17269361,17165888,18051269,34002075,833550,20724592
2611,11233988,17262290,17165888,31626023,22917,17061551,161099,27414408,763588,29102876
2612,763588,28210996,453916,17165888,29279220,34608694,13083239,30340888,29102876,13588160
2613,763588,3579,17165888,176972,29102876,22917,3360369,17239036,23590446,7846067
2614,17165888,28210996,763588,24885829,32333298,30205595,28114578,7844798,515906,816487
2615,28210996,17165888,16029151,758707,31145060,763588,4215733,24885829,29102876,33016249
2616,5,3008,19321,77390,113946,8337,763588,6347563,7846067,9642662
2617,763588,29102876,17165888,31626023,816487,28210996,24885829,32333298,25785760,29152096
2618,17165888,24885829,28210996,30340888,30205595,7844798,13083239,8319728,25785760,68653
2619,3636,11387515,7846067,816487,8319728,763588,9677870,17165888,191113,13083239
2620,4948,77390,113946,511614,29313,763588,5983694,6347563,7623958,9642662
2621,763588,816487,3579,113946,77390,8337,32333298,4948,29102876,28210996
2622,8337,176972,11387515,30119,763588,816487,191113,30120,7846067,936503
2623,29102876,17165888,33376257,25361885,32333298,16029151,23310669,13588082,453916,27414384
2624,191139,68653,763588,816487,7505716,176972,25058,849287,774001,29279220
2625,763588,7846067,176972,532069,113946,161099,17165888,28210996,33376257,7844798
2626,2998,140225,83369,763588,6347563,7846067,13083239,17846011,20388087,22693811
2627,763588,816487,28210996,176972,161099,4215733,7893,68653,13083239,17165888
2628,68653,763588,31145060,176972,28210996,4215733,7846067,17165888,33016249,29102876
2629,763588,11556479,17846011,22750286,23130340,23310669,24819508,25785698,25785760,27247476
2630,19543,113946,29313,763588,5983694,6347563,7846067,9642662,11233988,11387515
2631,763588,17165888,176972,3579,7846067,31626023,816487,31145060,28210996,4215733
2632,4215733,33376257,29279220,17165888,68653,25745002,108391,28210996,25377078,219557
2633,17165888,68653,28210996,24885829,18051269,29102876,165068,4215733,763588,7893
2634,763588,34268,13083239,176972,4215733,19321,816487,18051269,7846067,4948
2635,763588,31145060,176972,3579,29102876,13083239,29279220,7846067,17165888,16101018
2636,176972,763588,17165888,28210996,453916,83369,97090,31258103,68653,22917
2637,5,4948,10065,77390,84369,140225,3636,24963,763588,6347563
2638,17165888,31145060,30340888,68653,4215733,33376257,421642,31626023,453916,17071967
2639,17165888,28210996,24819508,763588,29102876,33376257,7846067,31145060,17262290,68653
2640,28210996,7846067,763588,17165888,27247476,4215733,17082833,816487,18051269,8319728
2641,17165888,763588,31145060,7846067,161099,28210996,11387515,13083239,33376257,30340888
2642,370493,68653,161099,17349203,13083239,763588,7846067,11594337,999378,936503
2643,5,24178,3636,763588,7846067,13083239,16101018,27247476,33376257,109059
2644,19330,3579,2998,29291,763588,106264,17165888,16029151,9673436,334818
2645,763588,13083239,3579,4215733,816487,9677870,31626023,18051269,28814845,161099
2646,763588,6347563,25785760,33376257,25893953,161099,402009,17165888,28637454,776407
2647,37186,763588,24819508,7844798,161099,8337,8999818,176972,29102876,22917
2648,763588,7846067,13083239,16101018,37186,9677870,161099,17165888,8319728,29279220
2649,763588,17165888,4215733,8319728,28210996,17071967,29279220,33016249,5,816487
2650,4948,7846067,9642662,13083239,515904,17082833,23772,113946,4215733,19543
2651,30340888,17165888,7846067,8319728,30205595,28210996,27247476,4215733,763588,17082833
2652,763588,3579,7846067,17165888,4215733,13083239,191113,9677870,28210996,176972
2653,763588,19543,30118,176972,816487,233093,420282,17071967,46677,7846067
2654,763588,7844798,7846067,28210996,816487,31626023,18051269,17262290,23528363,24885829
2655,30205595,7692533,20696727,7844798,17165888,9322920,2076421,30340888,33376257,13588082
2656,763588,17165888,2998,421642,69139,3636,334818,28210996,176972,936500
2657,763588,24178,3579,10365,816487,8319728,28210996,31145060,3008,47558
2658,4215733,30340888,31626023,758707,24561496,28637454,29102876,28210996,20949046,30205595
2659,7692533,30205595,13083239,17165888,28210996,27247476,30340888,763588,27206444,20696727
2660,191113,30119,7846067,936503,13083239,24178,515904,3579,624744,23341903
2661,5,4948,23772,98573,113946,474858,511614,3636,29313,140181
2662,17165888,7846067,763588,421642,30340888,161099,28210996,68653,13083239,18051269
2663,16029151,17165888,763588,161099,29102876,816487,31626023,31145060,24885829,28210996
2664,3636,7846067,16101018,27247476,33376257,28210996,16029151,20256610,30340888,936503
2665,3579,763588,17165888,69139,176972,29279220,8337,25058,29102876,161099
2666,17165888,7893,28210996,18051269,68653,13083239,763588,4215733,30340888,410913
2667,28210996,17165888,763588,29102876,16029151,30205595,11233988,13531024,24178,22750286
2668,370493,37186,7692533,13083239,7844798,27247476,17383992,515904,165068,6202568
2669,29102876,17165888,453916,758707,22747806,25377078,18667875,402009,28210996,25027836
2670,763588,7846067,13083239,29279220,4215733,68653,29102876,28210996,69139,8319728
2671,763588,816487,3636,13083239,176972,9673436,776407,5,23772,7692533
2672,29102876,30340888,30205595,31145060,34137106,32333298,20697464,23310669,24885829,16101018
2673,2998,3008,19321,763588,19330,5659,821099,24178,55776,816487
2674,17165888,28210996,33376257,763588,32333298,30205595,24885829,7692533,31145060,16029151
2675,763588,15944573,20821299,25785760,33376257,14758803,25893953,17165888,28637454,29279220
2676,763588,5,3579,816487,8319728,28210996,312083,16029151,176972,25785760
2677,4215733,16029151,669386,29102876,139656,3579,758707,33413919,946086,127060
2678,27247476,25689022,17165888,28210996,32333298,763588,29102876,34608694,13617210,18667875
2679,3636,11387515,763588,9677870,28210996,7846067,25745002,32333298,53496,24819508
2680,763588,47558,17165888,8319728,4215733,13083239,7846067,9822,31145060,776407
2681,30340888,20697464,28210996,763588,31626023,30205595,31145060,8319728,29102876,9677870
2682,19543,763588,7846067,13083239,17082833,24633190,33376257,47558,109059,9677870
2683,9673436,763588,7846067,8319728,7692533,29279220,816487,7844798,25785760,37186
2684,763588,140225,16101018,5,17165888,11387515,30119,165068,176972,3636
2685,370493,6687,84369,8337,728477,728468,10659536,201138,766020,183999
2686,763588,30119,3636,113946,816487,8319728,30120,30118,109059,7779
2687,17165888,30205595,28114578,25745002,30340888,24885829,28637454,758707,4215733,25785760
2688,17165888,758707,4215733,28210996,7846067,33376257,8319728,887573,23528363,176972
2689,29102876,763588,3579,161099,28210996,3476560,18051269,17165888,47558,18667875
2690,763588,816487,7846067,13083239,300961,16029151,28210996,5,165068,4215733
2691,19543,30118,98573,113946,3636,763588,6347563,7846067,11387515,20708773
2692,9822,11387515,11594337,763588,3579,13083239,8319728,9673436,28210996,38709
2693,776407,911579,421642,133526,1099097,69139,763588,190343,161099,17165888
2694,3579,763588,233093,370493,7846067,766020,23772,176972,29563587,386765
2695,17165888,763588,31145060,4215733,47558,29102876,28210996,33376257,13083239,176972
2696,7846067,816487,176972,763588,766955,13083239,11301,2805987,9677870,515904
2697,68653,31145060,4948,763588,25377078,176972,421642,17165888,29279220,25241547
2698,5,763588,6347563,7846067,9642662,11387515,13083239,13624190,16101018,17846011
2699,763588,4215733,68653,31145060,402009,69139,28210996,18051269,29102876,17165888
2700,17165888,30340888,28210996,763588,18051269,8319728,29102876,16029151,161099,25785760
2701,5,4948,233093,236093,511614,767680,29313,34268,140181,685472
2702,3636,30119,37186,763588,157993,11387515,2839,3579,5,11594337
2703,5,763588,11387515,11594337,13083239,25785760,33376257,9673436,17262290,17165888
2704,30340888,16029151,13083239,30205595,763588,2805987,28362008,31456756,9322920,18051269
2705,20697464,30340888,20793857,29102876,31626023,25785698,11594337,24633190,13531024,33158525
2706,763588,7846067,13083239,22693811,25785760,33376257,3579,109059,916666,13260645
2707,2998,3008,7784,77390,130580,140225,310039,420180,460548,474858
2708,763588,28210996,176972,68653,8337,18051269,4215733,887573,25058,47558
2709,24885829,11360892,6562659,30205595,191113,7844798,13586915,20793857,30340888,9661136
2710,3579,763588,7893,190343,161099,17165888,31145060,4215733,8319728,109059
2711,5,98573,140225,763588,47558,9673436,1414607,13547099,25241547,161099
2712,2998,3008,4948,7779,7784,10065,11301,23772,24178,30118
2713,763588,32956666,453916,176972,32333298,23772,8319728,25377078,33376257,17165888
2714,763588,17165888,28210996,30340888,176972,816487,31626023,9677870,13083239,421642
2715,763588,13083239,29102876,17165888,16029151,161099,3579,4215733,246617,17262290
2716,17165888,30205595,30340888,33158525,33376257,17262290,33016249,28362008,8319728,4215733
2717,17165888,32333298,24885829,30340888,25785760,816487,763588,421642,17140549,29102876
2718,763588,7846067,11387515,13083239,16101018,21965198,24819508,25489033,25785698,25785760
2719,17165888,30205595,28210996,17262290,28645670,24819508,22521973,30340888,763588,28114578
2720,113946,176972,763588,157993,816487,30120,7779,7846067,46677,3579
2721,763588,161099,17165888,29102876,816487,28210996,176972,3579,6310,8319728
2722,7846067,17165888,13586915,24885829,28210996,33413919,29279220,30340888,9677870,758707
2723,113946,763588,24178,31145060,816487,7779,161099,3579,176972,11301
2724,4215733,763588,20697464,68653,30340888,28210996,758707,34002075,7846067,31145060
2725,17165888,18051269,28210996,16029151,30340888,30652384,29102876,24885829,34523572,7692533
2726,32333298,816487,17071967,4215733,113946,763588,17165888,17269361,31626023,4948
2727,7846067,33376257,13591670,17165888,13588082,34523572,20518841,20696727,28210996,16029151
2728,11233988,13083239,27247476,28210996,18570357,30340888,9322920,11737022,17165888,13531024
2729,4215733,68653,23590446,17165888,763588,161099,816487,28210996,31145060,25377078
2730,763588,5,28210996,9673436,29102876,11594337,17165888,157993,16029151,27247476
2731,2998,3008,3980,4948,6689,7779,7784,10065,10365,11301
2732,17165888,34523572,28210996,16029151,13591670,9322920,9677870,9642662,191113,29102876
2733,30340888,20697464,25377078,32050089,17165888,7692533,577348,15818288,17071967,22693815
2734,763588,17165888,7692533,30205595,758707,4215733,816487,34523572,31626023,31145060
2735,7846067,763588,11233988,28210996,7844798,29102876,191113,24885829,13531024,11867718
2736,161099,763588,4215733,28210996,17165888,29102876,17262290,17071967,3579,16029151
2737,763588,3579,17165888,370493,31145060,176972,29102876,4215733,5,161099
2738,37186,11594337,9677870,8999818,27247476,2904330,11387515,6353418,3118349,13083239
2739,17165888,763588,4215733,28210996,758707,109059,29102876,68653,22693811,31145060
2740,7692533,29279220,763588,30340888,27247476,34002075,34523572,858586,17140549,19348456
2741,420282,4215733,816487,31314,11301,32333298,775597,161099,543495,765654
2742,3579,763588,31145060,176972,10365,8319728,13083239,47558,233818,3124179
2743,11233988,22750286,30340888,47558,17165888,129771,20307024,17262290,13591670,23309640
2744,30205595,28210996,27247476,30340888,17165888,20697464,7692533,25689022,17262290,763588
2745,763588,17165888,31145060,4215733,30340888,176972,8319728,28210996,68653,31626023
2746,3636,763588,176972,3579,34268,9673436,47281,233818,3980,816487
2747,763588,17165888,3579,3008,7846067,13083239,9677870,16101018,176972,2998
2748,17165888,27247476,13588082,30205595,20696727,27206444,29102876,20518841,8319728,30340888
2749,763588,3636,24819508,11387515,816487,37186,8319728,11594337,3579,38709
2750,860559,10336,77390,31145060,631127,763588,2060655,29102876,176972,453916
2751,5,30118,30119,763588,6347563,13083239,21965198,23310669,24819508,25785760
2752,763588,3579,17165888,176972,13083239,7846067,47558,816487,28210996,16029151
2753,13083239,763588,816487,7844798,161099,24819508,17165888,23528363,165068,29102876
2754,68653,763588,17165888,31145060,3579,161099,28210996,69139,7893,402009
2755,3579,24178,8319728,936503,25241547,31145060,16029151,763588,1013383,4215733
2756,763588,7846067,11233988,11387515,11594337,12065943,13083239,13531024,16101018,21965198
2757,5,77390,113946,763588,3579,165068,176972,13083239,776407,17165888
2758,5,84369,140225,763588,6347563,9661136,11387515,13083239,16101018,17846011
2759,7846067,7692533,3118349,763588,9677870,16285053,816487,16101018,16669264,8319728
2760,18051269,4215733,763588,161099,8337,13083239,143981,29279220,28210996,33016249
2761,763588,31145060,33376257,30119,13083239,30340888,17165888,4215733,31626023,6222756
2762,5,763588,29102876,17165888,4215733,16029151,24819508,28210996,816487,18051269
2763,17165888,13083239,4215733,7846067,763588,17262290,30340888,29291,334818,68653
2764,763588,28210996,68653,13083239,17165888,176972,4215733,758707,5,25058
2765,28210996,17165888,4215733,32333298,31626023,33376257,763588,31145060,17071967,30340888
2766,5,2998,3008,3980,7784,11301,19543,23772,24178,30118
2767,176972,763588,5,16101018,23590446,110963,29102876,17846011,108538,11312
2768,5,763588,6347563,11387515,13083239,22693811,25785760,28818766,33376257,3579
2769,29279220,17165888,7846067,7844798,28210996,33376257,29102876,4215733,18051269,161099
2770,763588,3579,8337,176972,29102876,28210996,47558,13083239,22693811,334818
2771,763588,7846067,13083239,4215733,17165888,16029151,30340888,7692533,13586915,165068
2772,3636,763588,7846067,5,816487,7844798,31626023,9677870,29279220,30340888
2773,5,763588,176972,3008,165068,7846067,3579,1013383,17846011,17165888
2774,30340888,7692533,763588,30205595,13586915,17165888,25785698,22889878,20697464,33158525
2775,763588,11192642,161099,17165888,8319728,28637454,7846067,16029151,816487,30340888
2776,176972,17165888,763588,68653,31145060,29102876,161099,31258103,7846067,165068
2777,763588,13083239,25785760,109059,161099,17165888,28637454,8319728,18051269,29279220
2778,28210996,68653,763588,4215733,33376257,17165888,18051269,29279220,25058,7846067
2779,763588,7846067,17165888,421642,4215733,68653,161099,31145060,22917,28210996
2780,763588,7846067,17165888,28210996,29102876,25785760,33376257,24885829,4215733,32333298
2781,30120,7846067,13083239,420282,763588,246617,17165888,28814845,16101018,23528363
2782,763588,7846067,9661136,10845916,13083239,16101018,17846011,18764221,24633190,24819508
2783,7846067,176972,30205595,763588,9677870,30340888,16268948,20697464,28362008,7692533
2784,30119,24213,157993,7846067,13083239,69139,16669264,515906,17165888,29279220
2785,17165888,7846067,28210996,191113,33376257,32333298,30340888,763588,31145060,31626023
2786,763588,176972,31145060,17165888,8319728,16101018,7846067,29102876,16029151,17846011
2787,763588,13083239,161099,17165888,176972,4215733,17239036,29102876,816487,68653
2788,17165888,3579,28210996,763588,16029151,31145060,161099,29102876,11387515,18051269
2789,763588,7846067,11233988,24819508,27247476,28818766,300946,28507895,17165888,34523572
2790,763588,7846067,1401164,176972,68653,31145060,2060655,816487,28210996,17071967
2791,2998,3008,3579,9822,763588,17165888,11233988,3980,334818,9673436
2792,17165888,28210996,30340888,30205595,7846067,29102876,24885829,28114578,758707,30652384
2793,37186,3579,763588,84369,65113,24213,176972,9822,3980,3008
2794,763588,25058,816487,1401164,30340888,31626023,22889878,20724592,68653,332575
2795,7846067,9677870,17262290,863910,17165888,34523572,7844798,16029151,21413862,30340888
2796,3636,17165888,24178,816487,28210996,17071967,3476560,8319728,68653,55776
2797,763588,8319728,30340888,20697464,11556479,9677870,16101018,758707,15815400,17165888
2798,24213,190343,4215733,29291,3579,47558,176972,34268,410913,33506796
2799,17165888,33016249,68653,161099,7784,24633190,34608694,29102876,34523572,24885829
2800,3008,113946,29313,763588,6347563,7846067,11594337,13083239,16101018,17846011
2801,30119,3980,3636,763588,161099,38709,69139,176972,194870,19330
2802,33376257,30205595,7846067,4215733,17165888,11594337,33158525,30119,13083239,28210996
2803,763588,6347563,11387515,13083239,24819508,165068,17165888,28637454,8319728,18051269
2804,5,3008,4948,19543,23772,24178,113946,140225,233093,763588
2805,17165888,763588,28210996,176972,113946,33376257,191113,23772,816487,4215733
2806,9673436,7846067,7844798,3636,11387515,28114578,10365,27247476,11594337,24819508
2807,30119,763588,13083239,5,816487,7846067,18051269,68653,420282,3636
2808,763588,4215733,816487,9677870,774012,98573,29291,858586,82599,7846067
2809,763588,3579,176972,16029151,7846067,13083239,68653,165068,31145060,109059
2810,763588,7846067,13083239,17165888,29279220,28210996,4215733,30340888,68653,161099
2811,17165888,29102876,161099,32333298,165068,763588,7846067,30340888,31145060,33376257
2812,7846067,17165888,7844798,7692533,30205595,30340888,28210996,29102876,9673436,27247476
2813,28210996,17165888,31145060,9677870,763588,33376257,30340888,7846067,32333298,5
2814,763588,28210996,7846067,9677870,13083239,3579,816487,334818,3124179,176972
2815,5,3636,763588,13083239,9677870,17165888,30340888,28210996,8319728,24819508
2816,763588,68653,24885829,816487,18051269,7893,28210996,31626023,29279220,4215733
2817,17165888,763588,30340888,9673436,28210996,4215733,9677870,758707,16029151,82599
2818,763588,7846067,19543,13083239,4215733,17165888,33376257,816487,17262290,176972
2819,17165888,28210996,7692533,30205595,30340888,29102876,315882,28686931,763588,31626023
2820,763588,13260645,18051269,29279220,31626023,816487,30340888,5,31743096,161099
2821,763588,11233988,30340888,28210996,17165888,8319728,7846067,453916,28507895,33376257
2822,763588,17165888,18051269,4215733,29152096,7846067,30340888,25377078,29279220,33376257
2823,84369,763588,6347563,7846067,13083239,22693811,25785698,25785760,28818766,33376257
2824,68653,28210996,30340888,8319728,18051269,20724592,109059,5,758707,13584764
2825,32333298,17165888,17071967,816487,30340888,4215733,25377078,31626023,33376257,18051269
2826,13083239,20708773,23310669,24819508,17165888,20696727,28210996,16029151,30205595,24885829
2827,3636,3579,11387515,763588,13083239,28210996,47281,19543,165068,9673436
2828,13083239,763588,4215733,7846067,9677870,17165888,246617,7692533,127179,28362008
2829,5,3636,763588,6347563,7846067,13083239,17846011,22693811,25785760,3579
2830,763588,68653,4215733,17165888,33376257,28210996,11594337,816487,161099,2805987
2831,17165888,140225,165068,4215733,13083239,28637454,30340888,84369,8756402,316418
2832,28210996,18051269,30205595,82599,20697464,30340888,20256610,17165888,9322920,8319728
2833,68653,4215733,69139,139656,7893,29279220,411830,16667794,17165888,23590446
2834,4215733,17165888,763588,29102876,18051269,28210996,3579,24885829,31626023,31145060
2835,4215733,763588,17165888,30205595,219557,33376257,25817074,28210996,30340888,13586915
2836,763588,17165888,28210996,4215733,30205595,13586915,17262290,30340888,29102876,25785760
2837,28210996,32333298,17165888,763588,18667875,33376257,28259095,25377078,176972,7846067
2838,763588,13083239,3579,17262290,28210996,55776,9677870,7846067,161099,16101018
2839,3579,17165888,29102876,68653,28210996,69139,763588,8319728,758707,16667794
2840,763588,7846067,13083239,13531024,17846011,22693811,109059,9677870,161099,17165888
2841,176972,29102876,4215733,763588,301736,7846067,4948,125507,28210996,17165888
2842,7846067,3636,763588,31145060,16029151,31626023,9677870,13083239,17165888,5
2843,763588,7846067,13083239,9677870,161099,17140549,17165888,29279220,28210996,31145060
2844,32333298,24885829,32050089,25377078,4215733,29102876,17165888,758707,23310669,18667875
2845,17165888,33376257,4215733,7846067,29152096,28210996,68653,30205595,30340888,28114578
2846,161099,17165888,33016249,31145060,816487,7692533,9673436,16029151,30205595,30340888
2847,763588,176972,30119,17165888,31145060,22917,9677870,578283,46677,8319728
2848,7692533,28210996,30205595,24819508,763588,17165888,25785760,33376257,20696727,30340888
2849,113946,4215733,161099,23772,17165888,7844798,7779,7846067,2805987,33016249
2850,5,3980,4948,7784,10065,23772,24178,30118,30119,98573
2851,28210996,763588,3579,68653,17165888,4215733,161099,18051269,24885829,29102876
2852,140225,201138,474858,763588,6347563,7846067,9642662,9661136,13083239,13114715
2853,821000,17165888,28814845,161099,17082833,20708773,816487,515904,899602,4215733
2854,3636,763588,6347563,7846067,13083239,16101018,24819508,25785760,33376257,3579
2855,3636,30119,5,13083239,7846067,30118,16029151,763588,13591670,47281
2856,3636,24178,11594337,1852,10365,682751,8337,37186,31145060,78039
2857,763588,13083239,30340888,8319728,176972,20697464,28210996,7846067,17165888,18051269
2858,30205595,13591670,30340888,34137106,20256596,33376257,2805987,24885829,758707,863910
2859,4215733,17165888,766020,68653,246617,33376257,2805987,29152096,219557,25377078
2860,763588,7846067,17165888,28210996,30340888,29102876,31626023,5,8319728,30205595
2861,113946,3636,763588,7846067,9642662,11233988,11594337,12065943,13083239,17846011
2862,763588,7846067,8319728,28210996,30340888,17165888,31145060,5,3579,109059
2863,3579,77390,356321,25058,773514,763588,19321,176972,13531024,22693811
2864,3579,763588,4215733,29102876,816487,31626023,32333298,420282,17165888,28210996
2865,7846067,28210996,17165888,30205595,33376257,4215733,22750286,24885829,26722967,18051269
2866,5,763588,2904330,7846067,11387515,17082833,27247476,33376257,9673436,9677870
2867,763588,2904330,6347563,7224717,9642662,9661136,10168924,10845916,11233988,11556479
2868,763588,17082833,7844798,13083239,3636,11556479,28210996,4215733,816487,3579
2869,7846067,191113,763588,28210996,7844798,113946,18051269,3579,29102876,816487
2870,763588,30340888,17165888,17071967,31145060,421642,28210996,1709300,31626023,816487
2871,113946,32333298,28450986,30205595,24819508,16029151,4215733,7846067,33158525,24561496
2872,763588,3579,176972,5,4215733,23590446,25058,17165888,386765,410913
2873,3636,29313,763588,3579,19330,28210996,176972,31145060,4215733,17239036
2874,17165888,7846067,30340888,17262290,30205595,24885829,28210996,28362008,33158525,11233988
2875,763588,7846067,17846011,24819508,27247476,33376257,9677870,17262290,165068,17165888
